codigo_cie,nombre,categoria,palabras_clave,sintomas
D0373,Tuberculosis pulmonar activa,Enfermedades infecciosas,"['artritis', 'infección', 'alergia', 'asma', 'diabetes', 'epilepsia']","['diarrea', 'vómitos', 'problemas para dormir', 'pérdida de memoria', 'dificultad para respirar', 'fiebre']"
D0374,VIH/SIDA etapa 1,Enfermedades infecciosas,"['problema cardíaco', 'presión alta', 'ictus', 'azúcar en sangre', 'infección', 'epilepsia']","['pérdida de apetito', 'pérdida de peso', 'dificultad para respirar', 'confusión', 'mareos', 'pérdida de memoria']"
D0375,VIH/SIDA etapa 4,Enfermedades infecciosas,"['ictus', 'epilepsia', 'presión alta', 'artritis', 'azúcar en sangre', 'ataque al corazón']","['hinchazón', 'confusión', 'pérdida de peso', 'sangrado', 'náuseas', 'diarrea']"
D0376,Dengue clásico,Enfermedades infecciosas,"['ataque al corazón', 'hipotiroidismo', 'infección', 'problema cardíaco', 'azúcar en sangre', 'inflamación']","['dolor torácico', 'tos', 'visión borrosa', 'mareos', 'pérdida de peso', 'pérdida de apetito']"
D0377,Dengue hemorrágico,Enfermedades infecciosas,"['presión alta', 'epilepsia', 'colesterol', 'artritis', 'infección', 'azúcar en sangre']","['pérdida de memoria', 'diarrea', 'fatiga', 'problemas para dormir', 'pérdida de apetito', 'tos']"
D0378,Zika sintomático,Enfermedades infecciosas,"['alergia', 'artritis', 'problema cardíaco', 'cáncer', 'inflamación', 'epilepsia']","['tos', 'confusión', 'náuseas', 'pérdida de peso', 'fiebre', 'fatiga']"
D0379,Hepatitis A aguda,Enfermedades infecciosas,"['alergia', 'inflamación', 'azúcar en sangre', 'epilepsia', 'eczema', 'hipotiroidismo']","['fiebre', 'confusión', 'visión borrosa', 'mareos', 'hinchazón', 'dolor torácico']"
D0380,Mononucleosis infecciosa,Enfermedades infecciosas,"['presión alta', 'artritis', 'dolor', 'colesterol', 'hipotiroidismo', 'eczema']","['dificultad para respirar', 'fatiga', 'dolor torácico', 'confusión', 'vómitos', 'pérdida de memoria']"
D0381,COVID-19 leve,Enfermedades infecciosas,"['azúcar en sangre', 'hipotiroidismo', 'infección', 'ansiedad', 'eczema', 'colesterol']","['mareos', 'dolor de cabeza', 'náuseas', 'problemas para dormir', 'diarrea', 'dolor torácico']"
D0382,COVID-19 grave,Enfermedades infecciosas,"['problema cardíaco', 'eczema', 'epilepsia', 'ansiedad', 'asma', 'problema digestivo']","['pérdida de apetito', 'problemas para dormir', 'visión borrosa', 'fatiga', 'tos', 'fiebre']"
D0383,Tuberculosis pulmonar activa,Enfermedades infecciosas,"['cáncer', 'ataque al corazón', 'depresión', 'eczema', 'alergia', 'dolor']","['dificultad para respirar', 'pérdida de apetito', 'tos', 'mareos', 'sangrado', 'hinchazón']"
D0384,VIH/SIDA etapa 1,Enfermedades infecciosas,"['epilepsia', 'hipotiroidismo', 'cáncer', 'dolor', 'colesterol', 'eczema']","['vómitos', 'pérdida de peso', 'tos', 'sangrado', 'pérdida de memoria', 'visión borrosa']"
D0385,VIH/SIDA etapa 4,Enfermedades infecciosas,"['epilepsia', 'dolor', 'hipotiroidismo', 'ansiedad', 'presión alta', 'colesterol']","['dolor de cabeza', 'problemas para dormir', 'dolor torácico', 'tos', 'vómitos', 'mareos']"
D0386,Dengue clásico,Enfermedades infecciosas,"['inflamación', 'presión alta', 'hipotiroidismo', 'azúcar en sangre', 'infección', 'eczema']","['diarrea', 'visión borrosa', 'pérdida de apetito', 'fatiga', 'dificultad para respirar', 'vómitos']"
D0387,Dengue hemorrágico,Enfermedades infecciosas,"['diabetes', 'inflamación', 'epilepsia', 'alergia', 'asma', 'cáncer']","['diarrea', 'problemas para dormir', 'dolor de cabeza', 'pérdida de peso', 'mareos', 'fiebre']"
D0388,Zika sintomático,Enfermedades infecciosas,"['dolor', 'cáncer', 'inflamación', 'ataque al corazón', 'infección', 'diabetes']","['hinchazón', 'tos', 'pérdida de memoria', 'fiebre', 'fatiga', 'dolor abdominal']"
D0389,Hepatitis A aguda,Enfermedades infecciosas,"['problema cardíaco', 'colesterol', 'diabetes', 'inflamación', 'ansiedad', 'eczema']","['vómitos', 'diarrea', 'pérdida de memoria', 'fatiga', 'pérdida de peso', 'visión borrosa']"
D0390,Mononucleosis infecciosa,Enfermedades infecciosas,"['azúcar en sangre', 'dolor', 'ataque al corazón', 'hipotiroidismo', 'artritis', 'epilepsia']","['diarrea', 'confusión', 'dificultad para respirar', 'problemas para dormir', 'hinchazón', 'mareos']"
D0391,COVID-19 leve,Enfermedades infecciosas,"['asma', 'infección', 'eczema', 'presión alta', 'azúcar en sangre', 'ictus']","['dificultad para respirar', 'confusión', 'dolor torácico', 'pérdida de peso', 'mareos', 'tos']"
D0392,COVID-19 grave,Enfermedades infecciosas,"['presión alta', 'ansiedad', 'inflamación', 'ictus', 'cáncer', 'hipotiroidismo']","['mareos', 'dificultad para respirar', 'sangrado', 'pérdida de memoria', 'visión borrosa', 'pérdida de peso']"
D0393,Tuberculosis pulmonar activa,Enfermedades infecciosas,"['presión alta', 'alergia', 'cáncer', 'asma', 'dolor', 'eczema']","['fatiga', 'pérdida de apetito', 'pérdida de memoria', 'dolor abdominal', 'diarrea', 'dificultad para respirar']"
D0394,VIH/SIDA etapa 1,Enfermedades infecciosas,"['depresión', 'ictus', 'problema cardíaco', 'azúcar en sangre', 'inflamación', 'ansiedad']","['náuseas', 'fiebre', 'sangrado', 'diarrea', 'dificultad para respirar', 'dolor abdominal']"
D0395,VIH/SIDA etapa 4,Enfermedades infecciosas,"['problema cardíaco', 'infección', 'ictus', 'cáncer', 'epilepsia', 'inflamación']","['problemas para dormir', 'pérdida de peso', 'dolor de cabeza', 'tos', 'pérdida de apetito', 'diarrea']"
D0396,Dengue clásico,Enfermedades infecciosas,"['epilepsia', 'problema digestivo', 'presión alta', 'dolor', 'problema cardíaco', 'cáncer']","['pérdida de peso', 'náuseas', 'visión borrosa', 'hinchazón', 'pérdida de apetito', 'diarrea']"
D0397,Dengue hemorrágico,Enfermedades infecciosas,"['colesterol', 'depresión', 'cáncer', 'hipotiroidismo', 'inflamación', 'ataque al corazón']","['dificultad para respirar', 'pérdida de memoria', 'fatiga', 'dolor torácico', 'confusión', 'hinchazón']"
D0398,Zika sintomático,Enfermedades infecciosas,"['eczema', 'alergia', 'depresión', 'hipotiroidismo', 'azúcar en sangre', 'cáncer']","['confusión', 'dolor de cabeza', 'fatiga', 'visión borrosa', 'diarrea', 'pérdida de apetito']"
D0399,Hepatitis A aguda,Enfermedades infecciosas,"['infección', 'problema cardíaco', 'eczema', 'problema digestivo', 'cáncer', 'azúcar en sangre']","['dolor torácico', 'dificultad para respirar', 'vómitos', 'pérdida de apetito', 'náuseas', 'confusión']"
D0400,Mononucleosis infecciosa,Enfermedades infecciosas,"['alergia', 'dolor', 'problema cardíaco', 'presión alta', 'epilepsia', 'problema digestivo']","['diarrea', 'tos', 'vómitos', 'pérdida de memoria', 'fiebre', 'pérdida de apetito']"
D0401,COVID-19 leve,Enfermedades infecciosas,"['epilepsia', 'depresión', 'eczema', 'infección', 'artritis', 'presión alta']","['vómitos', 'fiebre', 'dolor abdominal', 'hinchazón', 'náuseas', 'mareos']"
D0402,COVID-19 grave,Enfermedades infecciosas,"['epilepsia', 'inflamación', 'hipotiroidismo', 'ictus', 'alergia', 'artritis']","['fiebre', 'dolor de cabeza', 'pérdida de apetito', 'dolor torácico', 'mareos', 'náuseas']"
D0403,Tuberculosis pulmonar activa,Enfermedades infecciosas,"['asma', 'artritis', 'problema cardíaco', 'presión alta', 'hipotiroidismo', 'dolor']","['hinchazón', 'dificultad para respirar', 'visión borrosa', 'problemas para dormir', 'dolor torácico', 'pérdida de memoria']"
D0404,VIH/SIDA etapa 1,Enfermedades infecciosas,"['cáncer', 'infección', 'azúcar en sangre', 'epilepsia', 'inflamación', 'dolor']","['confusión', 'mareos', 'hinchazón', 'pérdida de apetito', 'problemas para dormir', 'náuseas']"
D0405,VIH/SIDA etapa 4,Enfermedades infecciosas,"['cáncer', 'hipotiroidismo', 'epilepsia', 'alergia', 'presión alta', 'ansiedad']","['dolor abdominal', 'dolor torácico', 'pérdida de apetito', 'hinchazón', 'confusión', 'visión borrosa']"
D0406,Dengue clásico,Enfermedades infecciosas,"['alergia', 'dolor', 'ansiedad', 'ataque al corazón', 'epilepsia', 'azúcar en sangre']","['problemas para dormir', 'fatiga', 'dolor de cabeza', 'vómitos', 'confusión', 'hinchazón']"
D0407,Dengue hemorrágico,Enfermedades infecciosas,"['hipotiroidismo', 'diabetes', 'infección', 'ansiedad', 'dolor', 'inflamación']","['mareos', 'pérdida de peso', 'fiebre', 'náuseas', 'problemas para dormir', 'pérdida de apetito']"
D0408,Zika sintomático,Enfermedades infecciosas,"['eczema', 'azúcar en sangre', 'diabetes', 'epilepsia', 'cáncer', 'asma']","['confusión', 'dolor torácico', 'vómitos', 'problemas para dormir', 'visión borrosa', 'dolor de cabeza']"
D0409,Hepatitis A aguda,Enfermedades infecciosas,"['colesterol', 'problema digestivo', 'eczema', 'artritis', 'epilepsia', 'azúcar en sangre']","['pérdida de peso', 'sangrado', 'mareos', 'fiebre', 'vómitos', 'pérdida de apetito']"
D0410,Mononucleosis infecciosa,Enfermedades infecciosas,"['problema cardíaco', 'ataque al corazón', 'inflamación', 'alergia', 'azúcar en sangre', 'presión alta']","['náuseas', 'pérdida de memoria', 'mareos', 'dolor abdominal', 'vómitos', 'tos']"
D0411,COVID-19 leve,Enfermedades infecciosas,"['ansiedad', 'cáncer', 'hipotiroidismo', 'epilepsia', 'eczema', 'diabetes']","['vómitos', 'fiebre', 'dificultad para respirar', 'sangrado', 'hinchazón', 'pérdida de memoria']"
D0412,COVID-19 grave,Enfermedades infecciosas,"['epilepsia', 'depresión', 'colesterol', 'dolor', 'eczema', 'inflamación']","['fatiga', 'vómitos', 'dificultad para respirar', 'sangrado', 'hinchazón', 'pérdida de memoria']"
D0413,Tuberculosis pulmonar activa,Enfermedades infecciosas,"['artritis', 'ataque al corazón', 'depresión', 'hipotiroidismo', 'problema digestivo', 'epilepsia']","['pérdida de peso', 'vómitos', 'hinchazón', 'dolor de cabeza', 'confusión', 'pérdida de apetito']"
D0414,VIH/SIDA etapa 1,Enfermedades infecciosas,"['eczema', 'presión alta', 'artritis', 'diabetes', 'epilepsia', 'asma']","['problemas para dormir', 'pérdida de memoria', 'tos', 'dolor torácico', 'fatiga', 'pérdida de apetito']"
D0415,VIH/SIDA etapa 4,Enfermedades infecciosas,"['ansiedad', 'inflamación', 'epilepsia', 'infección', 'eczema', 'problema digestivo']","['mareos', 'dolor abdominal', 'fatiga', 'sangrado', 'pérdida de peso', 'fiebre']"
D0416,Dengue clásico,Enfermedades infecciosas,"['epilepsia', 'dolor', 'alergia', 'problema cardíaco', 'problema digestivo', 'diabetes']","['diarrea', 'vómitos', 'pérdida de peso', 'mareos', 'problemas para dormir', 'dolor abdominal']"
D0417,Dengue hemorrágico,Enfermedades infecciosas,"['problema cardíaco', 'presión alta', 'asma', 'diabetes', 'inflamación', 'infección']","['hinchazón', 'dolor abdominal', 'mareos', 'pérdida de apetito', 'fiebre', 'pérdida de memoria']"
D0418,Zika sintomático,Enfermedades infecciosas,"['diabetes', 'alergia', 'presión alta', 'depresión', 'problema cardíaco', 'cáncer']","['sangrado', 'vómitos', 'problemas para dormir', 'pérdida de apetito', 'náuseas', 'pérdida de peso']"
D0419,Hepatitis A aguda,Enfermedades infecciosas,"['infección', 'inflamación', 'alergia', 'problema cardíaco', 'azúcar en sangre', 'depresión']","['problemas para dormir', 'dolor torácico', 'fatiga', 'diarrea', 'fiebre', 'pérdida de memoria']"
D0420,Mononucleosis infecciosa,Enfermedades infecciosas,"['presión alta', 'alergia', 'azúcar en sangre', 'asma', 'epilepsia', 'dolor']","['pérdida de memoria', 'fiebre', 'hinchazón', 'sangrado', 'mareos', 'vómitos']"
D0421,COVID-19 leve,Enfermedades infecciosas,"['depresión', 'cáncer', 'dolor', 'presión alta', 'artritis', 'problema digestivo']","['mareos', 'tos', 'dificultad para respirar', 'pérdida de peso', 'pérdida de memoria', 'dolor de cabeza']"
D0422,COVID-19 grave,Enfermedades infecciosas,"['artritis', 'ansiedad', 'depresión', 'problema cardíaco', 'hipotiroidismo', 'infección']","['náuseas', 'vómitos', 'fatiga', 'fiebre', 'problemas para dormir', 'confusión']"
D0423,Tuberculosis pulmonar activa,Enfermedades infecciosas,"['epilepsia', 'eczema', 'depresión', 'infección', 'cáncer', 'diabetes']","['dificultad para respirar', 'mareos', 'pérdida de peso', 'confusión', 'visión borrosa', 'náuseas']"
D0424,VIH/SIDA etapa 1,Enfermedades infecciosas,"['ictus', 'problema cardíaco', 'diabetes', 'artritis', 'infección', 'asma']","['pérdida de apetito', 'dolor abdominal', 'dolor de cabeza', 'visión borrosa', 'fatiga', 'problemas para dormir']"
D0425,VIH/SIDA etapa 4,Enfermedades infecciosas,"['asma', 'hipotiroidismo', 'depresión', 'dolor', 'azúcar en sangre', 'eczema']","['visión borrosa', 'fiebre', 'vómitos', 'dolor de cabeza', 'pérdida de peso', 'dolor torácico']"
D0426,Dengue clásico,Enfermedades infecciosas,"['diabetes', 'colesterol', 'presión alta', 'alergia', 'cáncer', 'inflamación']","['diarrea', 'visión borrosa', 'pérdida de peso', 'confusión', 'mareos', 'dolor torácico']"
D0427,Dengue hemorrágico,Enfermedades infecciosas,"['dolor', 'asma', 'problema digestivo', 'presión alta', 'eczema', 'artritis']","['dolor de cabeza', 'náuseas', 'problemas para dormir', 'hinchazón', 'pérdida de peso', 'pérdida de apetito']"
D0428,Zika sintomático,Enfermedades infecciosas,"['cáncer', 'ictus', 'ataque al corazón', 'dolor', 'depresión', 'artritis']","['pérdida de memoria', 'dificultad para respirar', 'confusión', 'hinchazón', 'problemas para dormir', 'diarrea']"
D0429,Hepatitis A aguda,Enfermedades infecciosas,"['eczema', 'diabetes', 'cáncer', 'artritis', 'hipotiroidismo', 'inflamación']","['dificultad para respirar', 'fatiga', 'pérdida de apetito', 'diarrea', 'náuseas', 'fiebre']"
D0430,Mononucleosis infecciosa,Enfermedades infecciosas,"['problema cardíaco', 'epilepsia', 'cáncer', 'hipotiroidismo', 'ansiedad', 'dolor']","['pérdida de peso', 'tos', 'fatiga', 'pérdida de memoria', 'dolor de cabeza', 'sangrado']"
D0431,Lupus eritematoso sistémico,Enfermedades autoinmunes,"['diabetes', 'depresión', 'inflamación', 'epilepsia', 'ataque al corazón', 'presión alta']","['náuseas', 'dolor torácico', 'hinchazón', 'pérdida de apetito', 'pérdida de peso', 'tos']"
D0432,Esclerosis sistémica difusa,Enfermedades autoinmunes,"['presión alta', 'dolor', 'diabetes', 'asma', 'artritis', 'inflamación']","['vómitos', 'pérdida de apetito', 'pérdida de peso', 'dolor de cabeza', 'sangrado', 'dificultad para respirar']"
D0433,Artritis psoriásica con entesitis,Enfermedades autoinmunes,"['dolor', 'ataque al corazón', 'artritis', 'problema cardíaco', 'depresión', 'hipotiroidismo']","['dolor de cabeza', 'pérdida de apetito', 'pérdida de peso', 'dolor torácico', 'problemas para dormir', 'tos']"
D0434,Síndrome de Sjögren primario,Enfermedades autoinmunes,"['alergia', 'azúcar en sangre', 'ictus', 'infección', 'diabetes', 'problema digestivo']","['dolor de cabeza', 'pérdida de apetito', 'hinchazón', 'dificultad para respirar', 'fiebre', 'náuseas']"
D0435,Miastenia gravis,Enfermedades autoinmunes,"['eczema', 'epilepsia', 'dolor', 'alergia', 'artritis', 'inflamación']","['fatiga', 'pérdida de apetito', 'hinchazón', 'dolor torácico', 'problemas para dormir', 'pérdida de peso']"
D0436,Vasculitis ANCA positiva,Enfermedades autoinmunes,"['inflamación', 'azúcar en sangre', 'ictus', 'asma', 'hipotiroidismo', 'ataque al corazón']","['confusión', 'mareos', 'fatiga', 'dolor torácico', 'fiebre', 'visión borrosa']"
D0437,Pénfigo vulgar,Enfermedades autoinmunes,"['epilepsia', 'azúcar en sangre', 'problema digestivo', 'dolor', 'presión alta', 'ansiedad']","['confusión', 'vómitos', 'hinchazón', 'dolor de cabeza', 'sangrado', 'pérdida de apetito']"
D0438,Lupus eritematoso sistémico,Enfermedades autoinmunes,"['ansiedad', 'presión alta', 'infección', 'eczema', 'artritis', 'depresión']","['visión borrosa', 'náuseas', 'mareos', 'vómitos', 'dificultad para respirar', 'problemas para dormir']"
D0439,Esclerosis sistémica difusa,Enfermedades autoinmunes,"['epilepsia', 'ictus', 'diabetes', 'problema digestivo', 'depresión', 'cáncer']","['vómitos', 'náuseas', 'dolor abdominal', 'tos', 'pérdida de apetito', 'confusión']"
D0440,Artritis psoriásica con entesitis,Enfermedades autoinmunes,"['ataque al corazón', 'colesterol', 'depresión', 'azúcar en sangre', 'diabetes', 'cáncer']","['problemas para dormir', 'fiebre', 'mareos', 'vómitos', 'dificultad para respirar', 'sangrado']"
D0441,Síndrome de Sjögren primario,Enfermedades autoinmunes,"['infección', 'artritis', 'cáncer', 'epilepsia', 'colesterol', 'problema cardíaco']","['tos', 'dolor torácico', 'pérdida de peso', 'fiebre', 'dolor abdominal', 'dificultad para respirar']"
D0442,Miastenia gravis,Enfermedades autoinmunes,"['asma', 'eczema', 'hipotiroidismo', 'infección', 'azúcar en sangre', 'colesterol']","['diarrea', 'pérdida de memoria', 'tos', 'fiebre', 'dolor abdominal', 'problemas para dormir']"
D0443,Vasculitis ANCA positiva,Enfermedades autoinmunes,"['inflamación', 'alergia', 'problema cardíaco', 'artritis', 'ataque al corazón', 'azúcar en sangre']","['fatiga', 'confusión', 'fiebre', 'dolor torácico', 'problemas para dormir', 'pérdida de apetito']"
D0444,Pénfigo vulgar,Enfermedades autoinmunes,"['azúcar en sangre', 'eczema', 'ansiedad', 'diabetes', 'inflamación', 'problema digestivo']","['vómitos', 'sangrado', 'mareos', 'pérdida de memoria', 'fatiga', 'dolor de cabeza']"
D0445,Lupus eritematoso sistémico,Enfermedades autoinmunes,"['colesterol', 'ataque al corazón', 'dolor', 'depresión', 'azúcar en sangre', 'problema digestivo']","['pérdida de apetito', 'mareos', 'problemas para dormir', 'visión borrosa', 'fiebre', 'pérdida de peso']"
D0446,Esclerosis sistémica difusa,Enfermedades autoinmunes,"['problema cardíaco', 'ataque al corazón', 'colesterol', 'dolor', 'problema digestivo', 'epilepsia']","['mareos', 'confusión', 'dolor torácico', 'náuseas', 'dolor abdominal', 'dolor de cabeza']"
D0447,Artritis psoriásica con entesitis,Enfermedades autoinmunes,"['artritis', 'depresión', 'dolor', 'problema digestivo', 'epilepsia', 'azúcar en sangre']","['visión borrosa', 'mareos', 'dificultad para respirar', 'fiebre', 'hinchazón', 'pérdida de apetito']"
D0448,Síndrome de Sjögren primario,Enfermedades autoinmunes,"['hipotiroidismo', 'cáncer', 'ataque al corazón', 'azúcar en sangre', 'colesterol', 'epilepsia']","['pérdida de peso', 'vómitos', 'visión borrosa', 'confusión', 'dolor de cabeza', 'diarrea']"
D0449,Miastenia gravis,Enfermedades autoinmunes,"['ansiedad', 'depresión', 'eczema', 'alergia', 'colesterol', 'asma']","['diarrea', 'dificultad para respirar', 'pérdida de peso', 'fiebre', 'dolor torácico', 'problemas para dormir']"
D0450,Vasculitis ANCA positiva,Enfermedades autoinmunes,"['artritis', 'asma', 'problema digestivo', 'diabetes', 'colesterol', 'dolor']","['fiebre', 'pérdida de apetito', 'dolor de cabeza', 'dolor torácico', 'diarrea', 'confusión']"
D0451,Pénfigo vulgar,Enfermedades autoinmunes,"['diabetes', 'problema cardíaco', 'epilepsia', 'ansiedad', 'eczema', 'alergia']","['visión borrosa', 'pérdida de peso', 'fiebre', 'diarrea', 'dolor abdominal', 'pérdida de memoria']"
D0452,Lupus eritematoso sistémico,Enfermedades autoinmunes,"['asma', 'ansiedad', 'presión alta', 'cáncer', 'colesterol', 'hipotiroidismo']","['hinchazón', 'confusión', 'dolor abdominal', 'dolor de cabeza', 'diarrea', 'vómitos']"
D0453,Esclerosis sistémica difusa,Enfermedades autoinmunes,"['inflamación', 'azúcar en sangre', 'diabetes', 'artritis', 'presión alta', 'alergia']","['pérdida de memoria', 'pérdida de peso', 'náuseas', 'tos', 'hinchazón', 'dificultad para respirar']"
D0454,Artritis psoriásica con entesitis,Enfermedades autoinmunes,"['presión alta', 'problema cardíaco', 'depresión', 'dolor', 'eczema', 'azúcar en sangre']","['pérdida de memoria', 'dolor de cabeza', 'fatiga', 'dolor torácico', 'problemas para dormir', 'hinchazón']"
D0455,Síndrome de Sjögren primario,Enfermedades autoinmunes,"['problema cardíaco', 'epilepsia', 'diabetes', 'alergia', 'depresión', 'inflamación']","['confusión', 'dificultad para respirar', 'náuseas', 'sangrado', 'vómitos', 'hinchazón']"
D0456,Miastenia gravis,Enfermedades autoinmunes,"['depresión', 'presión alta', 'azúcar en sangre', 'epilepsia', 'inflamación', 'cáncer']","['dolor abdominal', 'sangrado', 'diarrea', 'pérdida de peso', 'pérdida de apetito', 'vómitos']"
D0457,Vasculitis ANCA positiva,Enfermedades autoinmunes,"['artritis', 'problema digestivo', 'ictus', 'alergia', 'ansiedad', 'hipotiroidismo']","['confusión', 'problemas para dormir', 'visión borrosa', 'pérdida de apetito', 'sangrado', 'dificultad para respirar']"
D0458,Pénfigo vulgar,Enfermedades autoinmunes,"['ataque al corazón', 'depresión', 'azúcar en sangre', 'infección', 'epilepsia', 'hipotiroidismo']","['náuseas', 'hinchazón', 'tos', 'dolor de cabeza', 'pérdida de apetito', 'vómitos']"
D0459,Lupus eritematoso sistémico,Enfermedades autoinmunes,"['inflamación', 'azúcar en sangre', 'ataque al corazón', 'alergia', 'eczema', 'depresión']","['fiebre', 'mareos', 'problemas para dormir', 'pérdida de memoria', 'sangrado', 'fatiga']"
D0460,Esclerosis sistémica difusa,Enfermedades autoinmunes,"['hipotiroidismo', 'epilepsia', 'problema digestivo', 'asma', 'diabetes', 'alergia']","['fatiga', 'dolor torácico', 'pérdida de peso', 'mareos', 'visión borrosa', 'dolor abdominal']"
D0461,Cistitis aguda,Enfermedades renales y urinarias,"['depresión', 'eczema', 'dolor', 'inflamación', 'epilepsia', 'colesterol']","['vómitos', 'hinchazón', 'náuseas', 'confusión', 'dolor abdominal', 'dolor de cabeza']"
D0462,Pielonefritis crónica,Enfermedades renales y urinarias,"['ansiedad', 'artritis', 'ataque al corazón', 'dolor', 'asma', 'eczema']","['confusión', 'visión borrosa', 'pérdida de peso', 'dolor torácico', 'fiebre', 'hinchazón']"
D0463,Insuficiencia renal crónica estadio 3,Enfermedades renales y urinarias,"['asma', 'cáncer', 'alergia', 'inflamación', 'problema digestivo', 'depresión']","['náuseas', 'diarrea', 'confusión', 'fiebre', 'hinchazón', 'pérdida de memoria']"
D0464,Litiasis renal múltiple,Enfermedades renales y urinarias,"['problema digestivo', 'alergia', 'infección', 'artritis', 'diabetes', 'ansiedad']","['dolor abdominal', 'náuseas', 'sangrado', 'dificultad para respirar', 'fatiga', 'confusión']"
D0465,Síndrome nefrótico idiopático,Enfermedades renales y urinarias,"['ansiedad', 'dolor', 'epilepsia', 'depresión', 'infección', 'problema digestivo']","['confusión', 'visión borrosa', 'tos', 'dificultad para respirar', 'mareos', 'fiebre']"
D0466,Glomerulonefritis postestreptocócica,Enfermedades renales y urinarias,"['ansiedad', 'artritis', 'presión alta', 'inflamación', 'colesterol', 'dolor']","['tos', 'dificultad para respirar', 'sangrado', 'confusión', 'diarrea', 'problemas para dormir']"
D0467,Nefropatía diabética,Enfermedades renales y urinarias,"['dolor', 'infección', 'ansiedad', 'problema digestivo', 'depresión', 'colesterol']","['mareos', 'dolor torácico', 'sangrado', 'diarrea', 'pérdida de peso', 'dolor de cabeza']"
D0468,Cistitis aguda,Enfermedades renales y urinarias,"['azúcar en sangre', 'infección', 'cáncer', 'alergia', 'diabetes', 'hipotiroidismo']","['problemas para dormir', 'confusión', 'tos', 'diarrea', 'mareos', 'pérdida de apetito']"
D0469,Pielonefritis crónica,Enfermedades renales y urinarias,"['hipotiroidismo', 'artritis', 'depresión', 'asma', 'alergia', 'ataque al corazón']","['visión borrosa', 'dolor torácico', 'vómitos', 'mareos', 'tos', 'pérdida de memoria']"
D0470,Insuficiencia renal crónica estadio 3,Enfermedades renales y urinarias,"['problema cardíaco', 'ansiedad', 'diabetes', 'hipotiroidismo', 'epilepsia', 'artritis']","['dolor de cabeza', 'problemas para dormir', 'dolor torácico', 'pérdida de apetito', 'mareos', 'vómitos']"
D0471,Litiasis renal múltiple,Enfermedades renales y urinarias,"['ansiedad', 'presión alta', 'asma', 'problema digestivo', 'diabetes', 'inflamación']","['dificultad para respirar', 'sangrado', 'pérdida de apetito', 'fatiga', 'diarrea', 'náuseas']"
D0472,Síndrome nefrótico idiopático,Enfermedades renales y urinarias,"['azúcar en sangre', 'problema digestivo', 'infección', 'depresión', 'asma', 'problema cardíaco']","['dificultad para respirar', 'fiebre', 'vómitos', 'hinchazón', 'dolor de cabeza', 'visión borrosa']"
D0473,Glomerulonefritis postestreptocócica,Enfermedades renales y urinarias,"['alergia', 'depresión', 'problema digestivo', 'inflamación', 'problema cardíaco', 'diabetes']","['náuseas', 'dificultad para respirar', 'visión borrosa', 'sangrado', 'dolor torácico', 'dolor de cabeza']"
D0474,Nefropatía diabética,Enfermedades renales y urinarias,"['asma', 'problema cardíaco', 'presión alta', 'artritis', 'ictus', 'hipotiroidismo']","['dolor torácico', 'diarrea', 'hinchazón', 'visión borrosa', 'mareos', 'pérdida de memoria']"
D0475,Cistitis aguda,Enfermedades renales y urinarias,"['ataque al corazón', 'artritis', 'eczema', 'depresión', 'problema cardíaco', 'inflamación']","['pérdida de apetito', 'pérdida de memoria', 'vómitos', 'confusión', 'dolor de cabeza', 'sangrado']"
D0476,Pielonefritis crónica,Enfermedades renales y urinarias,"['epilepsia', 'inflamación', 'ansiedad', 'alergia', 'presión alta', 'problema digestivo']","['problemas para dormir', 'dolor de cabeza', 'diarrea', 'dolor torácico', 'fiebre', 'náuseas']"
D0477,Insuficiencia renal crónica estadio 3,Enfermedades renales y urinarias,"['ansiedad', 'depresión', 'colesterol', 'asma', 'azúcar en sangre', 'alergia']","['pérdida de apetito', 'dolor torácico', 'diarrea', 'pérdida de memoria', 'pérdida de peso', 'fiebre']"
D0478,Litiasis renal múltiple,Enfermedades renales y urinarias,"['epilepsia', 'dolor', 'hipotiroidismo', 'inflamación', 'alergia', 'colesterol']","['dificultad para respirar', 'fiebre', 'dolor abdominal', 'sangrado', 'visión borrosa', 'dolor de cabeza']"
D0479,Síndrome nefrótico idiopático,Enfermedades renales y urinarias,"['dolor', 'eczema', 'diabetes', 'inflamación', 'ictus', 'azúcar en sangre']","['pérdida de peso', 'fatiga', 'dolor torácico', 'mareos', 'confusión', 'pérdida de memoria']"
D0480,Glomerulonefritis postestreptocócica,Enfermedades renales y urinarias,"['infección', 'ataque al corazón', 'colesterol', 'eczema', 'azúcar en sangre', 'dolor']","['fiebre', 'pérdida de peso', 'dificultad para respirar', 'diarrea', 'náuseas', 'fatiga']"
D0481,Nefropatía diabética,Enfermedades renales y urinarias,"['ansiedad', 'problema digestivo', 'inflamación', 'depresión', 'alergia', 'asma']","['dificultad para respirar', 'pérdida de peso', 'dolor de cabeza', 'tos', 'vómitos', 'hinchazón']"
D0482,Cistitis aguda,Enfermedades renales y urinarias,"['ataque al corazón', 'ictus', 'colesterol', 'artritis', 'dolor', 'cáncer']","['fatiga', 'vómitos', 'pérdida de memoria', 'tos', 'fiebre', 'dolor abdominal']"
D0483,Pielonefritis crónica,Enfermedades renales y urinarias,"['infección', 'azúcar en sangre', 'artritis', 'ataque al corazón', 'inflamación', 'asma']","['diarrea', 'pérdida de memoria', 'sangrado', 'fatiga', 'dolor torácico', 'dolor de cabeza']"
